repeat,window_id,seed,scenario,block_position,missing_rate,method,mae,rmse,r2,number_of_missing_values,number_of_evaluated_values
12,12,95070,block_start,start,0.40,knn_upgraded,0.959508,1.269664,0.136361,403,403
12,12,95070,block_start,start,0.40,decision_tree,0.885668,1.175585,0.259607,403,403
12,12,95070,block_start,start,0.40,random_forest,0.924759,1.201618,0.226451,403,403
12,12,95070,block_start,start,0.40,neural_net,1.047076,1.315661,0.072652,403,403
12,12,95070,block_start,start,0.40,adaptive_imputation,0.885668,1.175585,0.259607,403,403
13,13,102989,block_start,start,0.40,forward_fill,6.221737,7.072334,-3.145501,403,403
13,13,102989,block_start,start,0.40,linear_interpolation,4.733677,5.677735,-1.671787,403,403
13,13,102989,block_start,start,0.40,time_interpolation,4.733677,5.677735,-1.671787,403,403
13,13,102989,block_start,start,0.40,cubic_interpolation,4.349397,5.270742,-1.302476,403,403
13,13,102989,block_start,start,0.40,spline_interpolation,4.302519,5.209658,-1.249417,403,403
13,13,102989,block_start,start,0.40,moving_average,6.174790,7.055630,-3.125942,403,403
13,13,102989,block_start,start,0.40,knn,4.733677,5.677735,-1.671787,403,403
13,13,102989,block_start,start,0.40,knn_upgraded,4.988044,5.942146,-1.926430,403,403
13,13,102989,block_start,start,0.40,decision_tree,5.380730,6.321699,-2.312219,403,403
13,13,102989,block_start,start,0.40,random_forest,5.216463,6.155571,-2.140423,403,403
13,13,102989,block_start,start,0.40,neural_net,4.765137,5.713761,-1.705799,403,403
13,13,102989,block_start,start,0.40,adaptive_imputation,5.380730,6.321699,-2.312219,403,403
14,14,110908,block_start,start,0.40,forward_fill,1.888511,2.230274,-0.542567,403,403
14,14,110908,block_start,start,0.40,linear_interpolation,2.167676,2.492917,-0.927274,403,403
14,14,110908,block_start,start,0.40,time_interpolation,2.167676,2.492917,-0.927274,403,403
14,14,110908,block_start,start,0.40,cubic_interpolation,3.890723,4.516676,-5.326527,403,403
14,14,110908,block_start,start,0.40,spline_interpolation,4.847732,5.419147,-8.107297,403,403
14,14,110908,block_start,start,0.40,moving_average,1.879506,2.228672,-0.540352,403,403
14,14,110908,block_start,start,0.40,knn,2.167676,2.492917,-0.927274,403,403
14,14,110908,block_start,start,0.40,knn_upgraded,2.103894,2.423989,-0.822169,403,403
14,14,110908,block_start,start,0.40,decision_tree,2.027831,2.356980,-0.722817,403,403
14,14,110908,block_start,start,0.40,random_forest,2.094837,2.422268,-0.819583,403,403
14,14,110908,block_start,start,0.40,neural_net,2.144724,2.468687,-0.889990,403,403
14,14,110908,block_start,start,0.40,adaptive_imputation,2.027831,2.356980,-0.722817,403,403
15,15,118827,block_start,start,0.40,forward_fill,4.299032,5.003391,-0.000590,403,403
15,15,118827,block_start,start,0.40,linear_interpolation,4.195507,4.990311,0.004635,403,403
15,15,118827,block_start,start,0.40,time_interpolation,4.195507,4.990311,0.004635,403,403
15,15,118827,block_start,start,0.40,cubic_interpolation,19.693054,24.523067,-23.036808,403,403
15,15,118827,block_start,start,0.40,spline_interpolation,30.111311,34.180645,-45.696865,403,403
15,15,118827,block_start,start,0.40,moving_average,4.335096,5.019184,-0.006917,403,403
15,15,118827,block_start,start,0.40,knn,4.195507,4.990311,0.004635,403,403
15,15,118827,block_start,start,0.40,knn_upgraded,4.178019,4.902853,0.039218,403,403
15,15,118827,block_start,start,0.40,decision_tree,4.207517,4.828259,0.068231,403,403
15,15,118827,block_start,start,0.40,random_forest,4.200739,4.877877,0.048981,403,403
15,15,118827,block_start,start,0.40,neural_net,4.264378,5.082514,-0.032487,403,403
15,15,118827,block_start,start,0.40,adaptive_imputation,4.207517,4.828259,0.068231,403,403
16,16,126746,block_start,start,0.40,forward_fill,2.430844,2.737807,-0.239886,403,403
16,16,126746,block_start,start,0.40,linear_interpolation,2.999994,3.531487,-1.062961,403,403
16,16,126746,block_start,start,0.40,time_interpolation,2.999994,3.531487,-1.062961,403,403
16,16,126746,block_start,start,0.40,cubic_interpolation,10.807014,12.423102,-24.529127,403,403
16,16,126746,block_start,start,0.40,spline_interpolation,14.743474,16.152374,-42.156735,403,403
16,16,126746,block_start,start,0.40,moving_average,2.392243,2.712157,-0.216762,403,403
16,16,126746,block_start,start,0.40,knn,2.999994,3.531487,-1.062961,403,403
16,16,126746,block_start,start,0.40,knn_upgraded,2.830939,3.334792,-0.839558,403,403
16,16,126746,block_start,start,0.40,decision_tree,2.630249,3.079683,-0.568874,403,403
16,16,126746,block_start,start,0.40,random_forest,2.718252,3.195616,-0.689216,403,403
16,16,126746,block_start,start,0.40,neural_net,3.006057,3.543407,-1.076911,403,403
16,16,126746,block_start,start,0.40,adaptive_imputation,2.630249,3.079683,-0.568874,403,403
17,17,134665,block_start,start,0.40,forward_fill,8.314541,9.411710,-3.468965,403,403
17,17,134665,block_start,start,0.40,linear_interpolation,1.603718,2.180207,0.760191,403,403
17,17,134665,block_start,start,0.40,time_interpolation,1.603718,2.180207,0.760191,403,403
17,17,134665,block_start,start,0.40,cubic_interpolation,3.074357,3.664523,0.322507,403,403
17,17,134665,block_start,start,0.40,spline_interpolation,3.762961,4.517458,-0.029575,403,403
17,17,134665,block_start,start,0.40,moving_average,8.109009,9.253408,-3.319897,403,403
17,17,134665,block_start,start,0.40,knn,1.603718,2.180207,0.760191,403,403
17,17,134665,block_start,start,0.40,knn_upgraded,2.817870,3.314657,0.445697,403,403
17,17,134665,block_start,start,0.40,decision_tree,4.539754,4.882669,-0.202775,403,403
17,17,134665,block_start,start,0.40,random_forest,2.769945,3.278674,0.457667,403,403
17,17,134665,block_start,start,0.40,neural_net,1.622558,2.205497,0.754595,403,403
17,17,134665,block_start,start,0.40,adaptive_imputation,4.539754,4.882669,-0.202775,403,403
18,18,142584,block_start,start,0.40,forward_fill,2.847816,3.745197,-0.011141,403,403
18,18,142584,block_start,start,0.40,linear_interpolation,3.263442,3.889304,-0.090451,403,403
18,18,142584,block_start,start,0.40,time_interpolation,3.263442,3.889304,-0.090451,403,403
18,18,142584,block_start,start,0.40,cubic_interpolation,12.486874,15.560708,-16.455050,403,403
18,18,142584,block_start,start,0.40,spline_interpolation,19.158526,22.103800,-34.220560,403,403
18,18,142584,block_start,start,0.40,moving_average,2.828471,3.738072,-0.007298,403,403
18,18,142584,block_start,start,0.40,knn,3.263442,3.889304,-0.090451,403,403
18,18,142584,block_start,start,0.40,knn_upgraded,3.162686,3.843653,-0.065003,403,403
18,18,142584,block_start,start,0.40,decision_tree,3.117945,3.825310,-0.054862,403,403
18,18,142584,block_start,start,0.40,random_forest,3.110980,3.807697,-0.045170,403,403
18,18,142584,block_start,start,0.40,neural_net,3.234511,3.875785,-0.082883,403,403
18,18,142584,block_start,start,0.40,adaptive_imputation,3.117945,3.825310,-0.054862,403,403
19,19,150503,block_start,start,0.40,forward_fill,1.850074,2.259953,-0.265012,403,403
19,19,150503,block_start,start,0.40,linear_interpolation,1.869655,2.231380,-0.233226,403,403
19,19,150503,block_start,start,0.40,time_interpolation,1.869655,2.231380,-0.233226,403,403
19,19,150503,block_start,start,0.40,cubic_interpolation,1.957075,2.216093,-0.216387,403,403
19,19,150503,block_start,start,0.40,spline_interpolation,1.787071,2.089713,-0.081607,403,403
19,19,150503,block_start,start,0.40,moving_average,1.844475,2.259386,-0.264378,403,403
19,19,150503,block_start,start,0.40,knn,1.869655,2.231380,-0.233226,403,403
19,19,150503,block_start,start,0.40,knn_upgraded,1.902953,2.279380,-0.286854,403,403
19,19,150503,block_start,start,0.40,decision_tree,1.892808,2.273426,-0.280141,403,403
19,19,150503,block_start,start,0.40,random_forest,1.897876,2.272237,-0.278801,403,403
19,19,150503,block_start,start,0.40,neural_net,1.875117,2.263324,-0.268789,403,403
19,19,150503,block_start,start,0.40,adaptive_imputation,1.892808,2.273426,-0.280141,403,403
0,0,42,block_start,start,0.50,forward_fill,3.579087,4.115032,-1.856679,504,504
0,0,42,block_start,start,0.50,linear_interpolation,1.438639,1.951328,0.357644,504,504
0,0,42,block_start,start,0.50,time_interpolation,1.438639,1.951328,0.357644,504,504
0,0,42,block_start,start,0.50,cubic_interpolation,1.449151,1.798803,0.454139,504,504
0,0,42,block_start,start,0.50,spline_interpolation,1.836307,2.218592,0.169633,504,504
0,0,42,block_start,start,0.50,moving_average,3.499540,4.046142,-1.761832,504,504
0,0,42,block_start,start,0.50,knn,1.438639,1.951328,0.357644,504,504
0,0,42,block_start,start,0.50,knn_upgraded,1.697600,2.043439,0.295569,504,504
0,0,42,block_start,start,0.50,decision_tree,2.197338,2.487466,-0.043828,504,504
0,0,42,block_start,start,0.50,random_forest,1.868036,2.185678,0.194089,504,504
0,0,42,block_start,start,0.50,neural_net,1.367932,1.754385,0.480764,504,504
0,0,42,block_start,start,0.50,adaptive_imputation,1.438639,1.951328,0.357644,504,504
1,1,7961,block_start,start,0.50,forward_fill,1.915496,2.456381,-0.326985,504,504
1,1,7961,block_start,start,0.50,linear_interpolation,1.730041,2.205949,-0.070201,504,504
1,1,7961,block_start,start,0.50,time_interpolation,1.730041,2.205949,-0.070201,504,504
1,1,7961,block_start,start,0.50,cubic_interpolation,4.079693,4.830005,-4.130617,504,504
1,1,7961,block_start,start,0.50,spline_interpolation,5.372750,6.181232,-7.402811,504,504
1,1,7961,block_start,start,0.50,moving_average,1.905012,2.454174,-0.324602,504,504
1,1,7961,block_start,start,0.50,knn,1.730041,2.205949,-0.070201,504,504
1,1,7961,block_start,start,0.50,knn_upgraded,1.760371,2.253275,-0.116614,504,504
1,1,7961,block_start,start,0.50,decision_tree,1.786920,2.294789,-0.158137,504,504
1,1,7961,block_start,start,0.50,random_forest,1.769943,2.264779,-0.128044,504,504
1,1,7961,block_start,start,0.50,neural_net,1.779348,2.256254,-0.119569,504,504
1,1,7961,block_start,start,0.50,adaptive_imputation,1.730041,2.205949,-0.070201,504,504
2,2,15880,block_start,start,0.50,forward_fill,1.929702,2.229593,-0.071750,504,504
2,2,15880,block_start,start,0.50,linear_interpolation,2.115340,2.826955,-0.722979,504,504
2,2,15880,block_start,start,0.50,time_interpolation,2.115340,2.826955,-0.722979,504,504
2,2,15880,block_start,start,0.50,cubic_interpolation,4.275269,5.072195,-4.546691,504,504
2,2,15880,block_start,start,0.50,spline_interpolation,7.125636,7.985142,-12.746980,504,504
2,2,15880,block_start,start,0.50,moving_average,1.887004,2.193973,-0.037778,504,504
2,2,15880,block_start,start,0.50,knn,2.115340,2.826955,-0.722979,504,504
2,2,15880,block_start,start,0.50,knn_upgraded,1.970628,2.625075,-0.485680,504,504
2,2,15880,block_start,start,0.50,decision_tree,2.004077,2.582784,-0.438196,504,504
2,2,15880,block_start,start,0.50,random_forest,1.992712,2.613304,-0.472387,504,504
2,2,15880,block_start,start,0.50,neural_net,2.057970,2.791170,-0.679634,504,504
2,2,15880,block_start,start,0.50,adaptive_imputation,2.115340,2.826955,-0.722979,504,504
3,3,23799,block_start,start,0.50,forward_fill,7.707063,9.069150,-2.503561,504,504
3,3,23799,block_start,start,0.50,linear_interpolation,4.598183,5.921064,-0.493400,504,504
3,3,23799,block_start,start,0.50,time_interpolation,4.598183,5.921064,-0.493400,504,504
3,3,23799,block_start,start,0.50,cubic_interpolation,14.240456,16.792515,-11.011798,504,504
3,3,23799,block_start,start,0.50,spline_interpolation,20.679252,23.482899,-22.489836,504,504
3,3,23799,block_start,start,0.50,moving_average,7.605201,9.019501,-2.465306,504,504
3,3,23799,block_start,start,0.50,knn,4.598183,5.921064,-0.493400,504,504
3,3,23799,block_start,start,0.50,knn_upgraded,5.066366,6.572741,-0.840219,504,504
3,3,23799,block_start,start,0.50,decision_tree,5.713329,7.323382,-1.284546,504,504
3,3,23799,block_start,start,0.50,random_forest,5.186211,6.688143,-0.905407,504,504
3,3,23799,block_start,start,0.50,neural_net,4.813854,6.088960,-0.579293,504,504
3,3,23799,block_start,start,0.50,adaptive_imputation,4.598183,5.921064,-0.493400,504,504
4,4,31718,block_start,start,0.50,forward_fill,4.219206,4.696650,-0.677792,504,504
4,4,31718,block_start,start,0.50,linear_interpolation,3.117289,3.681802,-0.031057,504,504
4,4,31718,block_start,start,0.50,time_interpolation,3.117289,3.681802,-0.031057,504,504
4,4,31718,block_start,start,0.50,cubic_interpolation,3.019155,3.597986,0.015353,504,504
4,4,31718,block_start,start,0.50,spline_interpolation,3.019317,3.598035,0.015326,504,504
4,4,31718,block_start,start,0.50,moving_average,4.178155,4.680913,-0.666567,504,504
4,4,31718,block_start,start,0.50,knn,3.117289,3.681802,-0.031057,504,504
4,4,31718,block_start,start,0.50,knn_upgraded,3.260715,3.808875,-0.103456,504,504
4,4,31718,block_start,start,0.50,decision_tree,3.511842,4.057846,-0.252428,504,504
4,4,31718,block_start,start,0.50,random_forest,3.351215,3.901824,-0.157969,504,504
4,4,31718,block_start,start,0.50,neural_net,3.237017,3.817569,-0.108499,504,504
4,4,31718,block_start,start,0.50,adaptive_imputation,3.117289,3.681802,-0.031057,504,504
5,5,39637,block_start,start,0.50,forward_fill,3.312440,4.882520,-0.519166,504,504
5,5,39637,block_start,start,0.50,linear_interpolation,4.213106,5.246158,-0.753879,504,504
5,5,39637,block_start,start,0.50,time_interpolation,4.213106,5.246158,-0.753879,504,504
5,5,39637,block_start,start,0.50,cubic_interpolation,2.893261,3.447244,0.242712,504,504
5,5,39637,block_start,start,0.50,spline_interpolation,2.505558,3.609309,0.169833,504,504
5,5,39637,block_start,start,0.50,moving_average,3.167023,4.685345,-0.398943,504,504
5,5,39637,block_start,start,0.50,knn,4.213106,5.246158,-0.753879,504,504
5,5,39637,block_start,start,0.50,knn_upgraded,3.336339,4.208786,-0.128836,504,504
5,5,39637,block_start,start,0.50,decision_tree,3.277571,3.794824,0.082301,504,504
5,5,39637,block_start,start,0.50,random_forest,3.247882,3.917668,0.021924,504,504
5,5,39637,block_start,start,0.50,neural_net,4.052049,5.079500,-0.644216,504,504
5,5,39637,block_start,start,0.50,adaptive_imputation,4.213106,5.246158,-0.753879,504,504
6,6,47556,block_start,start,0.50,forward_fill,5.996925,7.198062,-1.841728,504,504
6,6,47556,block_start,start,0.50,linear_interpolation,4.481275,5.768953,-0.825346,504,504
6,6,47556,block_start,start,0.50,time_interpolation,4.481275,5.768953,-0.825346,504,504
6,6,47556,block_start,start,0.50,cubic_interpolation,14.647441,16.570196,-14.059363,504,504
6,6,47556,block_start,start,0.50,spline_interpolation,22.356425,24.822512,-32.794248,504,504
6,6,47556,block_start,start,0.50,moving_average,5.870036,7.099525,-1.764457,504,504
6,6,47556,block_start,start,0.50,knn,4.481275,5.768953,-0.825346,504,504
6,6,47556,block_start,start,0.50,knn_upgraded,4.624613,5.943441,-0.937435,504,504
6,6,47556,block_start,start,0.50,decision_tree,5.193466,6.555764,-1.357208,504,504
6,6,47556,block_start,start,0.50,random_forest,4.496426,5.800422,-0.845315,504,504
6,6,47556,block_start,start,0.50,neural_net,4.886903,6.349406,-1.211147,504,504
6,6,47556,block_start,start,0.50,adaptive_imputation,4.481275,5.768953,-0.825346,504,504
7,7,55475,block_start,start,0.50,forward_fill,3.399008,4.089843,-1.515894,504,504
7,7,55475,block_start,start,0.50,linear_interpolation,2.859670,3.430521,-0.770105,504,504
7,7,55475,block_start,start,0.50,time_interpolation,2.859670,3.430521,-0.770105,504,504
7,7,55475,block_start,start,0.50,cubic_interpolation,15.457390,18.074176,-48.135567,504,504
7,7,55475,block_start,start,0.50,spline_interpolation,22.273878,24.922699,-92.426292,504,504
7,7,55475,block_start,start,0.50,moving_average,3.383449,4.084878,-1.509788,504,504
7,7,55475,block_start,start,0.50,knn,2.859670,3.430521,-0.770105,504,504
7,7,55475,block_start,start,0.50,knn_upgraded,3.028558,3.623094,-0.974414,504,504
7,7,55475,block_start,start,0.50,decision_tree,3.233779,3.834192,-1.211193,504,504
7,7,55475,block_start,start,0.50,random_forest,3.125541,3.718106,-1.079325,504,504
7,7,55475,block_start,start,0.50,neural_net,2.853625,3.429567,-0.769121,504,504
7,7,55475,block_start,start,0.50,adaptive_imputation,2.859670,3.430521,-0.770105,504,504
8,8,63394,block_start,start,0.50,forward_fill,12.581607,14.358312,-2.431233,504,504
8,8,63394,block_start,start,0.50,linear_interpolation,3.516454,4.204935,0.705719,504,504
8,8,63394,block_start,start,0.50,time_interpolation,3.516454,4.204935,0.705719,504,504
8,8,63394,block_start,start,0.50,cubic_interpolation,5.416330,6.543336,0.287407,504,504
8,8,63394,block_start,start,0.50,spline_interpolation,6.907462,8.122794,-0.098131,504,504
8,8,63394,block_start,start,0.50,moving_average,12.325658,14.139035,-2.327231,504,504
8,8,63394,block_start,start,0.50,knn,3.516454,4.204935,0.705719,504,504
8,8,63394,block_start,start,0.50,knn_upgraded,4.706402,5.551873,0.486994,504,504
8,8,63394,block_start,start,0.50,decision_tree,6.448054,7.293613,0.114622,504,504
8,8,63394,block_start,start,0.50,random_forest,4.461977,5.220192,0.546459,504,504
8,8,63394,block_start,start,0.50,neural_net,3.652701,4.353082,0.684618,504,504
8,8,63394,block_start,start,0.50,adaptive_imputation,3.516454,4.204935,0.705719,504,504
9,9,71313,block_start,start,0.50,forward_fill,5.643690,6.375981,-2.340046,504,504
9,9,71313,block_start,start,0.50,linear_interpolation,2.844803,3.587335,-0.057310,504,504
9,9,71313,block_start,start,0.50,time_interpolation,2.844803,3.587335,-0.057310,504,504
9,9,71313,block_start,start,0.50,cubic_interpolation,2.749152,3.376080,0.063552,504,504
9,9,71313,block_start,start,0.50,spline_interpolation,2.787213,3.437459,0.029192,504,504
9,9,71313,block_start,start,0.50,moving_average,5.548334,6.314136,-2.275565,504,504
9,9,71313,block_start,start,0.50,knn,2.844803,3.587335,-0.057310,504,504
9,9,71313,block_start,start,0.50,knn_upgraded,3.063652,4.024582,-0.330761,504,504
9,9,71313,block_start,start,0.50,decision_tree,3.618765,4.708381,-0.821384,504,504
