repeat,window_id,seed,scenario,block_position,missing_rate,method,mae,rmse,r2,number_of_missing_values,number_of_evaluated_values
5,5,39637,block_start,start,0.30,neural_net,2.560422,3.379838,0.068626,302,302
5,5,39637,block_start,start,0.30,adaptive_imputation,2.557509,3.267891,0.129302,302,302
6,6,47556,block_start,start,0.30,forward_fill,6.451755,7.708544,-2.177498,302,302
6,6,47556,block_start,start,0.30,linear_interpolation,5.701722,7.144962,-1.729860,302,302
6,6,47556,block_start,start,0.30,time_interpolation,5.701722,7.144962,-1.729860,302,302
6,6,47556,block_start,start,0.30,cubic_interpolation,4.441542,5.985456,-0.915733,302,302
6,6,47556,block_start,start,0.30,spline_interpolation,3.985460,5.377634,-0.546404,302,302
6,6,47556,block_start,start,0.30,moving_average,6.422188,7.704724,-2.174349,302,302
6,6,47556,block_start,start,0.30,knn,5.701722,7.144962,-1.729860,302,302
6,6,47556,block_start,start,0.30,knn_upgraded,5.833543,7.265763,-1.822949,302,302
6,6,47556,block_start,start,0.30,decision_tree,6.019863,7.443627,-1.962850,302,302
6,6,47556,block_start,start,0.30,random_forest,5.927736,7.364040,-1.899832,302,302
6,6,47556,block_start,start,0.30,neural_net,5.744332,7.190461,-1.764738,302,302
6,6,47556,block_start,start,0.30,adaptive_imputation,5.553020,6.992274,-1.614433,302,302
7,7,55475,block_start,start,0.30,forward_fill,3.873079,4.489534,-2.766039,302,302
7,7,55475,block_start,start,0.30,linear_interpolation,2.518092,2.983875,-0.663579,302,302
7,7,55475,block_start,start,0.30,time_interpolation,2.518092,2.983875,-0.663579,302,302
7,7,55475,block_start,start,0.30,cubic_interpolation,1.818179,2.303765,0.008349,302,302
7,7,55475,block_start,start,0.30,spline_interpolation,2.303843,3.009985,-0.692821,302,302
7,7,55475,block_start,start,0.30,moving_average,3.821512,4.461255,-2.718746,302,302
7,7,55475,block_start,start,0.30,knn,2.518092,2.983875,-0.663579,302,302
7,7,55475,block_start,start,0.30,knn_upgraded,2.719397,3.202397,-0.916164,302,302
7,7,55475,block_start,start,0.30,decision_tree,3.076202,3.534274,-1.333903,302,302
7,7,55475,block_start,start,0.30,random_forest,2.980745,3.441880,-1.213470,302,302
7,7,55475,block_start,start,0.30,neural_net,2.660876,3.109324,-0.806401,302,302
7,7,55475,block_start,start,0.30,adaptive_imputation,2.319549,2.786413,-0.450686,302,302
8,8,63394,block_start,start,0.30,forward_fill,8.245464,9.818175,-1.330765,302,302
8,8,63394,block_start,start,0.30,linear_interpolation,3.281639,4.396534,0.532633,302,302
8,8,63394,block_start,start,0.30,time_interpolation,3.281639,4.396534,0.532633,302,302
8,8,63394,block_start,start,0.30,cubic_interpolation,3.317215,4.519790,0.506061,302,302
8,8,63394,block_start,start,0.30,spline_interpolation,3.379406,4.077696,0.597963,302,302
8,8,63394,block_start,start,0.30,moving_average,7.926039,9.524252,-1.193303,302,302
8,8,63394,block_start,start,0.30,knn,3.281639,4.396534,0.532633,302,302
8,8,63394,block_start,start,0.30,knn_upgraded,3.341776,4.072226,0.599040,302,302
8,8,63394,block_start,start,0.30,decision_tree,4.103465,4.660529,0.474821,302,302
8,8,63394,block_start,start,0.30,random_forest,3.511900,4.125201,0.588540,302,302
8,8,63394,block_start,start,0.30,neural_net,3.278734,4.311269,0.550586,302,302
8,8,63394,block_start,start,0.30,adaptive_imputation,3.688728,5.699741,0.214498,302,302
9,9,71313,block_start,start,0.30,forward_fill,4.914901,5.819763,-1.338231,302,302
9,9,71313,block_start,start,0.30,linear_interpolation,3.842213,4.604673,-0.463775,302,302
9,9,71313,block_start,start,0.30,time_interpolation,3.842213,4.604673,-0.463775,302,302
9,9,71313,block_start,start,0.30,cubic_interpolation,4.896819,6.088343,-1.559028,302,302
9,9,71313,block_start,start,0.30,spline_interpolation,6.442803,8.231737,-3.677995,302,302
9,9,71313,block_start,start,0.30,moving_average,4.853461,5.798028,-1.320798,302,302
9,9,71313,block_start,start,0.30,knn,3.842213,4.604673,-0.463775,302,302
9,9,71313,block_start,start,0.30,knn_upgraded,3.993650,4.786734,-0.581814,302,302
9,9,71313,block_start,start,0.30,decision_tree,4.235131,5.127543,-0.815078,302,302
9,9,71313,block_start,start,0.30,random_forest,4.120451,4.992868,-0.720985,302,302
9,9,71313,block_start,start,0.30,neural_net,3.850241,4.678324,-0.510975,302,302
9,9,71313,block_start,start,0.30,adaptive_imputation,3.735868,4.414359,-0.345278,302,302
10,10,79232,block_start,start,0.30,forward_fill,2.905000,3.829126,-0.026013,302,302
10,10,79232,block_start,start,0.30,linear_interpolation,3.084122,4.195896,-0.231978,302,302
10,10,79232,block_start,start,0.30,time_interpolation,3.084122,4.195896,-0.231978,302,302
10,10,79232,block_start,start,0.30,cubic_interpolation,9.808354,11.193806,-7.768174,302,302
10,10,79232,block_start,start,0.30,spline_interpolation,13.304906,14.852265,-14.436150,302,302
10,10,79232,block_start,start,0.30,moving_average,2.842199,3.801167,-0.011085,302,302
10,10,79232,block_start,start,0.30,knn,3.084122,4.195896,-0.231978,302,302
10,10,79232,block_start,start,0.30,knn_upgraded,2.950648,4.027697,-0.135187,302,302
10,10,79232,block_start,start,0.30,decision_tree,2.907772,3.851163,-0.037857,302,302
10,10,79232,block_start,start,0.30,random_forest,2.930754,3.849580,-0.037004,302,302
10,10,79232,block_start,start,0.30,neural_net,3.081589,4.130601,-0.193934,302,302
10,10,79232,block_start,start,0.30,adaptive_imputation,3.226246,4.441439,-0.380388,302,302
11,11,87151,block_start,start,0.30,forward_fill,4.091589,4.665165,-0.042305,302,302
11,11,87151,block_start,start,0.30,linear_interpolation,4.016212,4.683449,-0.050491,302,302
11,11,87151,block_start,start,0.30,time_interpolation,4.016212,4.683449,-0.050491,302,302
11,11,87151,block_start,start,0.30,cubic_interpolation,12.932386,15.533284,-10.555465,302,302
11,11,87151,block_start,start,0.30,spline_interpolation,18.620777,21.098952,-20.319775,302,302
11,11,87151,block_start,start,0.30,moving_average,4.082214,4.661521,-0.040678,302,302
11,11,87151,block_start,start,0.30,knn,4.016212,4.683449,-0.050491,302,302
11,11,87151,block_start,start,0.30,knn_upgraded,4.004821,4.662436,-0.041086,302,302
11,11,87151,block_start,start,0.30,decision_tree,4.049348,4.728007,-0.070575,302,302
11,11,87151,block_start,start,0.30,random_forest,3.999125,4.648301,-0.034783,302,302
11,11,87151,block_start,start,0.30,neural_net,3.956601,4.650899,-0.035940,302,302
11,11,87151,block_start,start,0.30,adaptive_imputation,4.045565,4.708257,-0.061650,302,302
12,12,95070,block_start,start,0.30,forward_fill,0.665596,0.963954,-0.000377,302,302
12,12,95070,block_start,start,0.30,linear_interpolation,0.664399,0.963698,0.000155,302,302
12,12,95070,block_start,start,0.30,time_interpolation,0.664399,0.963698,0.000155,302,302
12,12,95070,block_start,start,0.30,cubic_interpolation,0.694417,1.037707,-0.159313,302,302
12,12,95070,block_start,start,0.30,spline_interpolation,0.745671,1.080995,-0.258053,302,302
12,12,95070,block_start,start,0.30,moving_average,0.667879,0.964607,-0.001732,302,302
12,12,95070,block_start,start,0.30,knn,0.664399,0.963698,0.000155,302,302
12,12,95070,block_start,start,0.30,knn_upgraded,0.663268,0.962109,0.003448,302,302
12,12,95070,block_start,start,0.30,decision_tree,0.664329,0.963692,0.000166,302,302
12,12,95070,block_start,start,0.30,random_forest,0.668165,0.966601,-0.005879,302,302
12,12,95070,block_start,start,0.30,neural_net,0.663476,0.964746,-0.002022,302,302
12,12,95070,block_start,start,0.30,adaptive_imputation,0.666724,0.964052,-0.000581,302,302
13,13,102989,block_start,start,0.30,forward_fill,5.622781,6.596188,-2.397704,302,302
13,13,102989,block_start,start,0.30,linear_interpolation,4.183085,5.154881,-1.075090,302,302
13,13,102989,block_start,start,0.30,time_interpolation,4.183085,5.154881,-1.075090,302,302
13,13,102989,block_start,start,0.30,cubic_interpolation,7.324367,8.530577,-4.682721,302,302
13,13,102989,block_start,start,0.30,spline_interpolation,9.610497,10.847414,-8.188655,302,302
13,13,102989,block_start,start,0.30,moving_average,5.563358,6.575243,-2.376161,302,302
13,13,102989,block_start,start,0.30,knn,4.183085,5.154881,-1.075090,302,302
13,13,102989,block_start,start,0.30,knn_upgraded,4.359100,5.425992,-1.299100,302,302
13,13,102989,block_start,start,0.30,decision_tree,4.703382,5.892637,-1.711558,302,302
13,13,102989,block_start,start,0.30,random_forest,4.576908,5.727856,-1.562027,302,302
13,13,102989,block_start,start,0.30,neural_net,4.502160,5.482052,-1.346852,302,302
13,13,102989,block_start,start,0.30,adaptive_imputation,3.927884,4.772593,-0.778723,302,302
14,14,110908,block_start,start,0.30,forward_fill,2.159205,2.475388,-0.533737,302,302
14,14,110908,block_start,start,0.30,linear_interpolation,1.579849,2.082499,-0.085510,302,302
14,14,110908,block_start,start,0.30,time_interpolation,1.579849,2.082499,-0.085510,302,302
14,14,110908,block_start,start,0.30,cubic_interpolation,1.938473,2.599231,-0.691041,302,302
14,14,110908,block_start,start,0.30,spline_interpolation,2.041838,2.855531,-1.040977,302,302
14,14,110908,block_start,start,0.30,moving_average,2.117296,2.454155,-0.507538,302,302
14,14,110908,block_start,start,0.30,knn,1.579849,2.082499,-0.085510,302,302
14,14,110908,block_start,start,0.30,knn_upgraded,1.639441,2.109460,-0.113799,302,302
14,14,110908,block_start,start,0.30,decision_tree,1.842730,2.240002,-0.255918,302,302
14,14,110908,block_start,start,0.30,random_forest,1.786314,2.212898,-0.225709,302,302
14,14,110908,block_start,start,0.30,neural_net,1.594315,2.087135,-0.090349,302,302
14,14,110908,block_start,start,0.30,adaptive_imputation,1.536533,2.075965,-0.078710,302,302
15,15,118827,block_start,start,0.30,forward_fill,4.274272,4.969067,-0.017755,302,302
15,15,118827,block_start,start,0.30,linear_interpolation,5.142766,6.831225,-0.923495,302,302
15,15,118827,block_start,start,0.30,time_interpolation,5.142766,6.831225,-0.923495,302,302
15,15,118827,block_start,start,0.30,cubic_interpolation,4.403137,5.694480,-0.336601,302,302
15,15,118827,block_start,start,0.30,spline_interpolation,4.126331,5.032479,-0.043897,302,302
15,15,118827,block_start,start,0.30,moving_average,4.112010,4.829011,0.038808,302,302
15,15,118827,block_start,start,0.30,knn,5.142766,6.831225,-0.923495,302,302
15,15,118827,block_start,start,0.30,knn_upgraded,4.671511,6.220844,-0.595117,302,302
15,15,118827,block_start,start,0.30,decision_tree,4.434976,5.525460,-0.258435,302,302
15,15,118827,block_start,start,0.30,random_forest,4.533447,5.769889,-0.372236,302,302
15,15,118827,block_start,start,0.30,neural_net,5.051994,6.635147,-0.814659,302,302
15,15,118827,block_start,start,0.30,adaptive_imputation,5.913321,7.617765,-1.391932,302,302
16,16,126746,block_start,start,0.30,forward_fill,2.330596,2.695420,-0.352477,302,302
16,16,126746,block_start,start,0.30,linear_interpolation,2.187132,2.588089,-0.246911,302,302
16,16,126746,block_start,start,0.30,time_interpolation,2.187132,2.588089,-0.246911,302,302
16,16,126746,block_start,start,0.30,cubic_interpolation,2.218809,2.670350,-0.327436,302,302
16,16,126746,block_start,start,0.30,spline_interpolation,2.218278,2.665502,-0.322620,302,302
16,16,126746,block_start,start,0.30,moving_average,2.270970,2.660656,-0.317815,302,302
16,16,126746,block_start,start,0.30,knn,2.187132,2.588089,-0.246911,302,302
16,16,126746,block_start,start,0.30,knn_upgraded,2.161744,2.543988,-0.204779,302,302
16,16,126746,block_start,start,0.30,decision_tree,2.254160,2.649503,-0.306790,302,302
16,16,126746,block_start,start,0.30,random_forest,2.251572,2.686393,-0.343433,302,302
16,16,126746,block_start,start,0.30,neural_net,2.298612,2.673998,-0.331065,302,302
16,16,126746,block_start,start,0.30,adaptive_imputation,2.205882,2.652959,-0.310201,302,302
17,17,134665,block_start,start,0.30,forward_fill,6.508444,7.360564,-3.438333,302,302
17,17,134665,block_start,start,0.30,linear_interpolation,1.515345,2.148552,0.621828,302,302
17,17,134665,block_start,start,0.30,time_interpolation,1.515345,2.148552,0.621828,302,302
17,17,134665,block_start,start,0.30,cubic_interpolation,4.720232,5.610239,-1.578460,302,302
17,17,134665,block_start,start,0.30,spline_interpolation,5.950333,7.152308,-3.190734,302,302
17,17,134665,block_start,start,0.30,moving_average,6.297459,7.153313,-3.191911,302,302
17,17,134665,block_start,start,0.30,knn,1.515345,2.148552,0.621828,302,302
17,17,134665,block_start,start,0.30,knn_upgraded,2.112283,2.751472,0.379805,302,302
17,17,134665,block_start,start,0.30,decision_tree,3.581965,4.074186,-0.359814,302,302
17,17,134665,block_start,start,0.30,random_forest,2.565165,3.300996,0.107337,302,302
17,17,134665,block_start,start,0.30,neural_net,1.615273,2.226119,0.594030,302,302
17,17,134665,block_start,start,0.30,adaptive_imputation,1.785394,2.087280,0.643090,302,302
18,18,142584,block_start,start,0.30,forward_fill,3.216954,4.173109,-0.064578,302,302
18,18,142584,block_start,start,0.30,linear_interpolation,3.339607,4.413231,-0.190615,302,302
18,18,142584,block_start,start,0.30,time_interpolation,3.339607,4.413231,-0.190615,302,302
18,18,142584,block_start,start,0.30,cubic_interpolation,7.006412,9.176944,-4.148187,302,302
18,18,142584,block_start,start,0.30,spline_interpolation,9.444757,11.337935,-6.858254,302,302
18,18,142584,block_start,start,0.30,moving_average,3.198139,4.170032,-0.063009,302,302
18,18,142584,block_start,start,0.30,knn,3.339607,4.413231,-0.190615,302,302
18,18,142584,block_start,start,0.30,knn_upgraded,3.323156,4.372917,-0.168963,302,302
18,18,142584,block_start,start,0.30,decision_tree,3.312304,4.335109,-0.148837,302,302
18,18,142584,block_start,start,0.30,random_forest,3.326965,4.367134,-0.165873,302,302
18,18,142584,block_start,start,0.30,neural_net,3.379819,4.452573,-0.211938,302,302
18,18,142584,block_start,start,0.30,adaptive_imputation,3.341509,4.436161,-0.203020,302,302
19,19,150503,block_start,start,0.30,forward_fill,2.188444,2.534421,-0.641457,302,302
19,19,150503,block_start,start,0.30,linear_interpolation,2.676778,3.221564,-1.652196,302,302
19,19,150503,block_start,start,0.30,time_interpolation,2.676778,3.221564,-1.652196,302,302
19,19,150503,block_start,start,0.30,cubic_interpolation,1.540205,1.703594,0.258341,302,302
19,19,150503,block_start,start,0.30,spline_interpolation,0.733568,1.024167,0.731951,302,302
19,19,150503,block_start,start,0.30,moving_average,2.147224,2.514239,-0.615419,302,302
19,19,150503,block_start,start,0.30,knn,2.676778,3.221564,-1.652196,302,302
19,19,150503,block_start,start,0.30,knn_upgraded,2.540635,3.064370,-1.399686,302,302
19,19,150503,block_start,start,0.30,decision_tree,2.283291,2.811730,-1.020317,302,302
19,19,150503,block_start,start,0.30,random_forest,2.423972,2.982068,-1.272519,302,302
19,19,150503,block_start,start,0.30,neural_net,2.659115,3.213500,-1.638936,302,302
19,19,150503,block_start,start,0.30,adaptive_imputation,2.914362,3.474425,-2.084879,302,302
0,0,42,block_start,start,0.40,forward_fill,2.932308,3.390720,-1.440913,403,403
0,0,42,block_start,start,0.40,linear_interpolation,1.803785,2.109271,0.055432,403,403
0,0,42,block_start,start,0.40,time_interpolation,1.803785,2.109271,0.055432,403,403
0,0,42,block_start,start,0.40,cubic_interpolation,7.293895,8.559623,-14.555280,403,403
0,0,42,block_start,start,0.40,spline_interpolation,10.617279,12.099507,-30.081640,403,403
0,0,42,block_start,start,0.40,moving_average,2.871334,3.352545,-1.386260,403,403
0,0,42,block_start,start,0.40,knn,1.803785,2.109271,0.055432,403,403
0,0,42,block_start,start,0.40,knn_upgraded,2.013951,2.305158,-0.128158,403,403
0,0,42,block_start,start,0.40,decision_tree,2.272208,2.583033,-0.416539,403,403
0,0,42,block_start,start,0.40,random_forest,2.119818,2.419328,-0.242676,403,403
0,0,42,block_start,start,0.40,neural_net,1.852835,2.168264,0.001857,403,403
0,0,42,block_start,start,0.40,adaptive_imputation,2.272208,2.583033,-0.416539,403,403
1,1,7961,block_start,start,0.40,forward_fill,1.899305,2.408317,-0.231851,403,403
1,1,7961,block_start,start,0.40,linear_interpolation,2.123473,2.703025,-0.551783,403,403
1,1,7961,block_start,start,0.40,time_interpolation,2.123473,2.703025,-0.551783,403,403
1,1,7961,block_start,start,0.40,cubic_interpolation,18.904966,22.201627,-103.688846,403,403
1,1,7961,block_start,start,0.40,spline_interpolation,29.271489,32.550951,-224.039195,403,403
1,1,7961,block_start,start,0.40,moving_average,1.814421,2.288467,-0.112295,403,403
1,1,7961,block_start,start,0.40,knn,2.123473,2.703025,-0.551783,403,403
1,1,7961,block_start,start,0.40,knn_upgraded,1.920504,2.343124,-0.166061,403,403
1,1,7961,block_start,start,0.40,decision_tree,1.790118,2.138247,0.028939,403,403
1,1,7961,block_start,start,0.40,random_forest,1.835205,2.218795,-0.045599,403,403
1,1,7961,block_start,start,0.40,neural_net,2.029484,2.485620,-0.312200,403,403
1,1,7961,block_start,start,0.40,adaptive_imputation,1.790118,2.138247,0.028939,403,403
2,2,15880,block_start,start,0.40,forward_fill,1.752581,2.039710,-0.148607,403,403
2,2,15880,block_start,start,0.40,linear_interpolation,2.922922,3.401396,-2.194105,403,403
2,2,15880,block_start,start,0.40,time_interpolation,2.922922,3.401396,-2.194105,403,403
2,2,15880,block_start,start,0.40,cubic_interpolation,7.470094,8.181141,-17.478321,403,403
2,2,15880,block_start,start,0.40,spline_interpolation,9.549594,10.123570,-27.294506,403,403
2,2,15880,block_start,start,0.40,moving_average,1.712577,2.000096,-0.104425,403,403
2,2,15880,block_start,start,0.40,knn,2.922922,3.401396,-2.194105,403,403
2,2,15880,block_start,start,0.40,knn_upgraded,2.574721,3.060896,-1.586615,403,403
2,2,15880,block_start,start,0.40,decision_tree,2.153651,2.612039,-0.883623,403,403
2,2,15880,block_start,start,0.40,random_forest,2.563798,3.063876,-1.591654,403,403
2,2,15880,block_start,start,0.40,neural_net,2.511926,3.113952,-1.677063,403,403
2,2,15880,block_start,start,0.40,adaptive_imputation,2.153651,2.612039,-0.883623,403,403
3,3,23799,block_start,start,0.40,forward_fill,7.938660,9.523971,-2.183922,403,403
3,3,23799,block_start,start,0.40,linear_interpolation,4.746460,5.749194,-0.160220,403,403
3,3,23799,block_start,start,0.40,time_interpolation,4.746460,5.749194,-0.160220,403,403
3,3,23799,block_start,start,0.40,cubic_interpolation,5.629110,7.361439,-0.902181,403,403
3,3,23799,block_start,start,0.40,spline_interpolation,7.033960,9.000890,-1.843788,403,403
3,3,23799,block_start,start,0.40,moving_average,7.798636,9.441002,-2.128690,403,403
3,3,23799,block_start,start,0.40,knn,4.746460,5.749194,-0.160220,403,403
3,3,23799,block_start,start,0.40,knn_upgraded,5.164919,6.372950,-0.425632,403,403
3,3,23799,block_start,start,0.40,decision_tree,5.944772,7.262136,-0.851207,403,403
3,3,23799,block_start,start,0.40,random_forest,5.120876,6.303960,-0.394933,403,403
3,3,23799,block_start,start,0.40,neural_net,4.939689,6.096698,-0.304715,403,403
3,3,23799,block_start,start,0.40,adaptive_imputation,5.944772,7.262136,-0.851207,403,403
4,4,31718,block_start,start,0.40,forward_fill,4.026228,4.514912,-0.433542,403,403
4,4,31718,block_start,start,0.40,linear_interpolation,3.409649,3.926674,-0.084331,403,403
4,4,31718,block_start,start,0.40,time_interpolation,3.409649,3.926674,-0.084331,403,403
4,4,31718,block_start,start,0.40,cubic_interpolation,6.153060,7.242149,-2.688475,403,403
4,4,31718,block_start,start,0.40,spline_interpolation,8.178603,9.239695,-5.003815,403,403
4,4,31718,block_start,start,0.40,moving_average,3.990489,4.504710,-0.427071,403,403
4,4,31718,block_start,start,0.40,knn,3.409649,3.926674,-0.084331,403,403
4,4,31718,block_start,start,0.40,knn_upgraded,3.484705,3.989263,-0.119173,403,403
4,4,31718,block_start,start,0.40,decision_tree,3.659016,4.160431,-0.217275,403,403
4,4,31718,block_start,start,0.40,random_forest,3.593679,4.086058,-0.174143,403,403
4,4,31718,block_start,start,0.40,neural_net,3.538103,4.073911,-0.167173,403,403
4,4,31718,block_start,start,0.40,adaptive_imputation,3.659016,4.160431,-0.217275,403,403
5,5,39637,block_start,start,0.40,forward_fill,2.430596,3.580759,-0.368650,403,403
5,5,39637,block_start,start,0.40,linear_interpolation,2.251935,3.370978,-0.212982,403,403
5,5,39637,block_start,start,0.40,time_interpolation,2.251935,3.370978,-0.212982,403,403
5,5,39637,block_start,start,0.40,cubic_interpolation,2.029874,2.757060,0.188600,403,403
5,5,39637,block_start,start,0.40,spline_interpolation,2.176302,2.765987,0.183338,403,403
5,5,39637,block_start,start,0.40,moving_average,2.421389,3.577999,-0.366541,403,403
5,5,39637,block_start,start,0.40,knn,2.251935,3.370978,-0.212982,403,403
5,5,39637,block_start,start,0.40,knn_upgraded,2.262519,3.406246,-0.238495,403,403
5,5,39637,block_start,start,0.40,decision_tree,2.294724,3.450206,-0.270669,403,403
5,5,39637,block_start,start,0.40,random_forest,2.292752,3.447433,-0.268627,403,403
5,5,39637,block_start,start,0.40,neural_net,2.239111,3.398519,-0.232882,403,403
5,5,39637,block_start,start,0.40,adaptive_imputation,2.294724,3.450206,-0.270669,403,403
6,6,47556,block_start,start,0.40,forward_fill,6.439950,7.526935,-2.572378,403,403
6,6,47556,block_start,start,0.40,linear_interpolation,4.606533,5.909450,-1.201989,403,403
6,6,47556,block_start,start,0.40,time_interpolation,4.606533,5.909450,-1.201989,403,403
6,6,47556,block_start,start,0.40,cubic_interpolation,8.298893,9.982456,-5.283416,403,403
6,6,47556,block_start,start,0.40,spline_interpolation,10.625350,13.053693,-9.744540,403,403
6,6,47556,block_start,start,0.40,moving_average,6.376387,7.493965,-2.541150,403,403
6,6,47556,block_start,start,0.40,knn,4.606533,5.909450,-1.201989,403,403
6,6,47556,block_start,start,0.40,knn_upgraded,4.867807,6.241832,-1.456660,403,403
6,6,47556,block_start,start,0.40,decision_tree,5.307795,6.714220,-1.842577,403,403
6,6,47556,block_start,start,0.40,random_forest,4.926877,6.320541,-1.519008,403,403
6,6,47556,block_start,start,0.40,neural_net,4.906063,6.280991,-1.487582,403,403
6,6,47556,block_start,start,0.40,adaptive_imputation,5.307795,6.714220,-1.842577,403,403
7,7,55475,block_start,start,0.40,forward_fill,3.966824,4.529892,-3.157659,403,403
7,7,55475,block_start,start,0.40,linear_interpolation,2.680346,3.209503,-1.087126,403,403
7,7,55475,block_start,start,0.40,time_interpolation,2.680346,3.209503,-1.087126,403,403
7,7,55475,block_start,start,0.40,cubic_interpolation,11.386784,13.721770,-37.149898,403,403
7,7,55475,block_start,start,0.40,spline_interpolation,18.122747,20.192836,-81.616684,403,403
7,7,55475,block_start,start,0.40,moving_average,3.935162,4.519892,-3.139323,403,403
7,7,55475,block_start,start,0.40,knn,2.680346,3.209503,-1.087126,403,403
7,7,55475,block_start,start,0.40,knn_upgraded,2.893581,3.438210,-1.395179,403,403
7,7,55475,block_start,start,0.40,decision_tree,3.211774,3.740818,-1.835347,403,403
7,7,55475,block_start,start,0.40,random_forest,2.863005,3.405548,-1.349887,403,403
7,7,55475,block_start,start,0.40,neural_net,2.778426,3.297368,-1.202967,403,403
7,7,55475,block_start,start,0.40,adaptive_imputation,3.211774,3.740818,-1.835347,403,403
8,8,63394,block_start,start,0.40,forward_fill,11.074020,12.984546,-1.843071,403,403
8,8,63394,block_start,start,0.40,linear_interpolation,4.430977,5.065209,0.567358,403,403
8,8,63394,block_start,start,0.40,time_interpolation,4.430977,5.065209,0.567358,403,403
8,8,63394,block_start,start,0.40,cubic_interpolation,8.104757,9.805871,-0.621461,403,403
8,8,63394,block_start,start,0.40,spline_interpolation,11.951700,14.123776,-2.363844,403,403
8,8,63394,block_start,start,0.40,moving_average,10.839791,12.823315,-1.772904,403,403
8,8,63394,block_start,start,0.40,knn,4.430977,5.065209,0.567358,403,403
8,8,63394,block_start,start,0.40,knn_upgraded,5.463293,6.103277,0.371854,403,403
8,8,63394,block_start,start,0.40,decision_tree,6.773166,7.561034,0.035957,403,403
8,8,63394,block_start,start,0.40,random_forest,5.864172,6.483690,0.291110,403,403
8,8,63394,block_start,start,0.40,neural_net,4.944925,5.595445,0.472037,403,403
8,8,63394,block_start,start,0.40,adaptive_imputation,6.773166,7.561034,0.035957,403,403
9,9,71313,block_start,start,0.40,forward_fill,5.495558,6.390774,-1.776171,403,403
9,9,71313,block_start,start,0.40,linear_interpolation,3.487387,4.194474,-0.195899,403,403
9,9,71313,block_start,start,0.40,time_interpolation,3.487387,4.194474,-0.195899,403,403
9,9,71313,block_start,start,0.40,cubic_interpolation,7.025456,8.083168,-3.441223,403,403
9,9,71313,block_start,start,0.40,spline_interpolation,9.453953,10.515210,-6.515802,403,403
9,9,71313,block_start,start,0.40,moving_average,5.412230,6.348945,-1.739949,403,403
9,9,71313,block_start,start,0.40,knn,3.487387,4.194474,-0.195899,403,403
9,9,71313,block_start,start,0.40,knn_upgraded,3.765289,4.557269,-0.411720,403,403
9,9,71313,block_start,start,0.40,decision_tree,4.190429,5.113263,-0.777197,403,403
9,9,71313,block_start,start,0.40,random_forest,3.985384,4.855668,-0.602645,403,403
9,9,71313,block_start,start,0.40,neural_net,3.733694,4.464956,-0.355107,403,403
9,9,71313,block_start,start,0.40,adaptive_imputation,4.190429,5.113263,-0.777197,403,403
10,10,79232,block_start,start,0.40,forward_fill,2.968610,3.764452,-0.034167,403,403
10,10,79232,block_start,start,0.40,linear_interpolation,3.597163,4.203400,-0.289403,403,403
10,10,79232,block_start,start,0.40,time_interpolation,3.597163,4.203400,-0.289403,403,403
10,10,79232,block_start,start,0.40,cubic_interpolation,3.458269,4.054449,-0.199639,403,403
10,10,79232,block_start,start,0.40,spline_interpolation,3.378233,4.021772,-0.180380,403,403
10,10,79232,block_start,start,0.40,moving_average,2.910072,3.726132,-0.013220,403,403
10,10,79232,block_start,start,0.40,knn,3.597163,4.203400,-0.289403,403,403
10,10,79232,block_start,start,0.40,knn_upgraded,3.424603,4.063998,-0.205297,403,403
10,10,79232,block_start,start,0.40,decision_tree,3.271865,4.012655,-0.175035,403,403
10,10,79232,block_start,start,0.40,random_forest,3.487331,4.109339,-0.232341,403,403
10,10,79232,block_start,start,0.40,neural_net,3.520231,4.132987,-0.246566,403,403
10,10,79232,block_start,start,0.40,adaptive_imputation,3.271865,4.012655,-0.175035,403,403
11,11,87151,block_start,start,0.40,forward_fill,4.216600,4.828599,-0.024618,403,403
11,11,87151,block_start,start,0.40,linear_interpolation,5.777073,7.451408,-1.440038,403,403
11,11,87151,block_start,start,0.40,time_interpolation,5.777073,7.451408,-1.440038,403,403
11,11,87151,block_start,start,0.40,cubic_interpolation,6.716423,8.245098,-1.987525,403,403
11,11,87151,block_start,start,0.40,spline_interpolation,6.559762,8.123954,-1.900379,403,403
11,11,87151,block_start,start,0.40,moving_average,4.083122,4.687756,0.034283,403,403
11,11,87151,block_start,start,0.40,knn,5.777073,7.451408,-1.440038,403,403
11,11,87151,block_start,start,0.40,knn_upgraded,5.028974,6.622155,-0.927163,403,403
11,11,87151,block_start,start,0.40,decision_tree,4.395399,5.727873,-0.441806,403,403
11,11,87151,block_start,start,0.40,random_forest,4.594457,6.092310,-0.631112,403,403
11,11,87151,block_start,start,0.40,neural_net,5.559749,7.387959,-1.398661,403,403
11,11,87151,block_start,start,0.40,adaptive_imputation,4.395399,5.727873,-0.441806,403,403
12,12,95070,block_start,start,0.40,forward_fill,1.042382,1.465256,-0.150222,403,403
12,12,95070,block_start,start,0.40,linear_interpolation,1.117826,1.456742,-0.136893,403,403
12,12,95070,block_start,start,0.40,time_interpolation,1.117826,1.456742,-0.136893,403,403
12,12,95070,block_start,start,0.40,cubic_interpolation,5.411299,6.383294,-20.829520,403,403
12,12,95070,block_start,start,0.40,spline_interpolation,8.628944,9.529310,-47.649396,403,403
12,12,95070,block_start,start,0.40,moving_average,1.007612,1.429345,-0.094532,403,403
12,12,95070,block_start,start,0.40,knn,1.117826,1.456742,-0.136893,403,403
